# id|name|slot|value|gold|xp|flags|requirements|rewards|accept_requirements
356|Explosives 101|-1|0|250|200||1700:3:1:Nitrate Elements,1701:3:1:Drow Shoelaces,1702:2:1:Flint Stone|1703:1:1:Tee-En-Tee|
357|Big Bada-Boom|22|33|0|0||1703:1:1:Tee-En-Tee||
358|Hunger Pains|-1|0|300|250|U|1727:1:1:Huge Size Meal||
359|Lodestone Locater|-1|0|250|200||1725:1:1:Lodestone||
360|Dwarf War Defender Medals|-1|0|20|10||1741:5:1:Dwarf Defender Medal||
361|Dwarf War Mega Defender Medals|-1|0|30|20||1742:1:1:Dwarf Mega Defender Medal||
362|Defeat Rock Roc|22|34|5000|15000|O|1753:1:1:rocDefeated||
363|Facing Vath|22|35|5000|20000|O|1758:1:1:Defeated Vath||
364|Youthanize |-1|0|200|100||1812:1:1:Youthanize||
365|Rattle Battle |-1|0|200|100||1813:8:1:Signed Contracts||
366|Dangerous Decor |-1|0|250|150|U|1816:2:1:Table,1817:1:1:Bookcase,1815:4:1:Chair||
367|Bone-afide|-1|0|250|150||1818:6:1:Replacement Tibia,1819:3:1:Phalanges||
368|Sea No Evil|-1|0|500|300|U|1820:5:1:Fish heads||
369|That Hero Who Chases Slimes|-1|0|200|100||1821:6:1:Slime in a Jar||
370|Cleanliness Is Next To Kingliness.|-1|0|200|100||1822:8:1:Greenrat Pelt||
371|Rumble with Grumble|-1|0|250|150|U|1823:1:1:Grumble's Fang||
372|Tomb with a View|-1|0|250|150||1824:5:1:Chaorrupted Skull||
373|Skele-tongue|-1|0|500|300|U|1825:1:1:Big Jack Sprat's Skele-tongue||
374|Ring Bearer|24|1|100|100||1966:1:1:Yara's Ring||
375|Skeletal Sabotage |24|2|125|100||1968:3:1:Bony Chestplate,1967:6:1:Skeletal Claymore||
376|Tunnel of Terror|24|3|150|100||1969:1:1:Bone Terror's Head||
377|The Search for the Sword|24|4|200|100||1970:1:1:Unidentified Weapon|1965:1:0:Yara's Sword|
378|Pirate Ship Defender|-1|0|50|35||1986:5:1:Pirate Defender Medal||
379|Pirate Ship Mega Defender|-1|0|50|35||1987:1:1:Pirate Mega Defender Medal||
380|Turtle Power|25|1|3000|4000|O|44425:1:1:Board the Ship,44426:7:1:Kappa Ninja Slain||
381|Setting Sail to Yokai|25|2|3000|4000|O|1993:1:1:Sail Permit||
382|Tournament Finalist|25|3|5000|10000|O|2008:1:1:Finalist Medal||
383|Pockey Challenge|-1|0|2000|2000||2023:3:1:Piece of Pockey||
384|Ninja Challenge|-1|0|2000|2000||2024:3:1:Black Belt||
385|Best Challenge|-1|0|2000|2000|U|2025:1:1:HiddenLeaf,2026:1:1:Dragon Dodecahedron,2027:1:1:Catnip Shard||
386|Lodes of Gold|-1|0|100|50||2070:1:1:Gold Lode|2079:1:0:Cysero's Golden Yogurt|
387|Gold Digger|-1|0|100|50||2071:1:1:Gold Dust|2080:1:0:Artix's Mini Golden Statue|
389|GoldenDefender|-1|0|25|25||2092:5:1:Golden Medal||
390|Mega Golden Defender|-1|0|25|25||2093:1:1:Mega Golden Medal||
391|Squash the King|13|8|100|100||2112:1:1:Pwnkin Seed||
392|A Bone To Pick|13|9|125|125||2113:10:1:Skeletal Cranium||
393|Were are the Wolves|13|10|150|150||2114:6:1:Slobber Vial||
394|Killer, Chiller, Thriller Here Tonight|13|11|200|175||2115:1:1:Glove of White||
395|Candy Shop Cutscene|13|12|0|0||2169:1:1:CandyShop CutScene||
396|Clearing A Path|13|13|200|200||2170:10:1:Moglinster Fur||
397|Kanthalite-D|13|14|250|200||2171:8:1:Kan D bars||
398|Myx It Up|13|15|100|100||2172:1:1:Myx||
399|Candy Conundrum|13|16|275|150||2194:10:1:Candy Samples||
400|Boos Clues|13|17|300|150||2195:1:1:Fluoride Element,2196:1:1:Stainless Steel Veneers,2197:1:1:Robotic Drill Bit,2198:1:1:Fill-up's Screwdriver||
401|What’s Up, Doc?|13|18|500|250||2200:1:1:Voltabolt's Monocle||
402|Dog Days|25|4|3000|4000|O|2222:5:1:Ninja Questioned,2223:5:1:Samurai Questioned||
403|Faceless Threat|25|5|3000|4000|O|2224:1:1:Note from DT||
405|Zodiac Puzzle Key |25|6|3000|4000|O|2225:1:1:Rat-Ox-Tiger Piece,2226:1:1:Rabbit-Dragon-Snake piece,2227:1:1:Horse-Sheep-Monkey piece,2228:1:1:Rooster-Dog-Pig Piece||
406|Rescue!|25|7|5000|10000|O|2237:1:1:Soldiers Rescued||
407|Hay There!|-1|0|100|100||2236:1:1:Magic Hay|289:1:0:Scarecrow Hat|
408|Got A Light|-1|0|100|100||2235:1:1:Magic Matches|239:1:0:Dwakel Caster's Staff|
409|Epic Gear Solid: Snack Eater|-1|0|100|100||2234:2:1:Pudding Snacks|1020:1:0:Barbarian Steel Blade|
411|You found Willow Creek!|4|1|0|0||||
412|The Farmer's Cat!|19|1|20|10||2270:1:1:Slimy Cat||
413|World Wide Web|-1|0|200|200|U|2280:4:1:Interweb Bundles||
414|Cocoon of Doom|-1|0|200|200|U|2281:10:1:Doom Cocoon||
415|A Web of Lies|-1|0|200|200|U|2282:8:1:Souleater Abdomen||
416|Tyrantula|-1|0|250|250|U|2283:1:1:Gressil's Surrender Contract|584:1:0:Arachnomancer Armor|
417|Newbie Shop|19|3|0|0||2290:1:1:Bought Item||
418|Newbie Fight|19|2|0|0||2288:1:1:Rested||
419|Book of Lore Quest|19|4|0|0||2308:1:1:Book of Lore||
420|Unboiled Water|-1|0|0|0||664:1:1:Bucket of Water|667:1:1:Unboiled Water|
421|PopRockCorn|-1|0|0|0||618:8:1:Corn Stalker Ears|621:1:1:Pop Rock Corn|
422|Wormscestershire sauce|-1|0|0|0||619:5:1:Worm|622:1:1:Wormscestershire sauce|
423|Cheese n' Whine|-1|0|0|0||620:8:1:Whine|623:1:1:Cheese n' Whine|
429|Turkey go Boom!|14|13|0|0|U|2361:1:1:Match||
430|Cater To His Every Dish|14|14|300|150|U|2368:1:1:Ratatouille,2369:1:1:Chocolate Covered Beetle,2365:1:1:Pulled Horc Sandwich,2366:1:1:French Flies,2367:1:1:Corn Cob Web|32331:1:0:Twigwam|
431|Mount Defender|-1|0|30|20||2375:5:1:Frost Defender Medal||
432|Mount Mega Defender|-1|0|32|25||2376:1:1:Frost Mega Defender Medal||
433|Ice Cold Heart|464|1|100|50||2411:6:1:Heart of Ice||
434|A Key Discovery|464|2|30|25||70421:1:1:Stone Shard|2412:1:1:Mysterious Stone|
435|Forgery|464|3|0|0||2413:1:1:Chaos Gemerald||
436|Forging Gemeralds|464|4|0|0||2413:5:1:Chaos Gemerald|70437:1:0:Gemerald Key|
437|Element of Surprise|464|1|0|0||18348:1:1:Code Notes,2415:1:1:Cipher Imprint||
438|Interrogation|464|2|50|30||2416:1:1:First Combination Number 1||
439|Locked on Combinations|464|3|125|75||2417:1:1:Second Combination Number 3,2418:1:1:Third Combination Number 4,2419:1:1:Fourth Combination Number 7||
440|Combo Breaker|464|4|200|50||2420:1:1:Rosetta Rune||
441|Ice Nine|-1|0|200|150||2474:9:1:Ice Cube||
442|Ice Wyrms|-1|0|300|200|U|2475:4:1:Frost Wyrm's Spike||
443|Aisha's Minion|2|2|0|0|O|70419:1:1:Aisha's Minion Defeated||
444|Aisha|2|3|0|0|O|70420:1:1:Aisha's Drake Defeated||
445|Tipping the Scales|-1|0|100|100|U|2568:1:1:Muck Covered Scale|2476:1:0:Shark Bait's Armor,2477:1:0:Shark Bait Morph,2480:1:0:Shark Bait's Fin,2481:1:0:Shark Sabre|
446|Chest Thumping|-1|0|100|100||2570:1:1:Muck Covered Chest|2476:1:0:Shark Bait's Armor,2477:1:0:Shark Bait Morph,2480:1:0:Shark Bait's Fin,2481:1:0:Shark Sabre|
447|Yellow Snow Cone|2|4|250|200||2572:2:1:Yellow Snow Syrup Bottle,2571:8:1:Shaved Ice Bundle||
448|Cool Down Items|2|5|300|200||2573:5:1:Cool Down Item||
449|Take a Chill Pill|2|6|200|200||2574:1:1:Chill Pill||
450|Defeat 10 Viruses|2|7|0|0||57445:10:1:Virus Defeated||
451|Defeat 10 More|2|8|0|0||57445:10:1:Virus Defeated||
452|30? No way!|2|9|0|0||57445:10:1:Virus Defeated||
453|Add 10 More|2|10|0|0||57445:10:1:Virus Defeated||
454|50 is RIGHT OUT!|2|11|0|0||57445:10:1:Virus Defeated||
455|Anything but Common|2|12|0|0||2586:1:1:Rhinovirus Defeated||
456|'Twas the night before Frostval|17|11|300|200||2630:1:1:Frostval Book Cover||
457|Find Page 2|17|12|25|25||18343:1:1:Page Detector,2631:1:1:Frostval Book Page 2||
458|Find Page 3|17|13|0|0||2632:1:1:Frostval Book Page 3,18343:1:1:Page Detector||
459|Find Page 4|17|14|250|200||2633:1:1:Frostval Book Page 4||
460|Find Page 5|17|15|600|300||2634:1:1:Frostval Book Page 5||
461|Find Page 6|17|16|0|0||18343:1:1:Page Detector,2635:1:1:Frostval Book Page 6||
462|Talk to Tinsel|17|10|0|0||2636:1:1:Frostvale Quest||
463|Circuit Breakers|35|1|150|100||2648:5:1:Chewed-Up Wire||
464|Current Affairs|35|2|160|100||2649:3:1:Spare Fuse,2650:1:1:Electrical Tape Roll||
465|Not Finished Yet-i|35|3|200|200||2651:1:1:Faux Foe Fur||
466|Jinmenju Tree|25|8|0|500|O|2657:1:1:Jinmenju Clue||
467|Yokai Bandits|25|9|3000|4000|O|2658:5:1:Jinmenju Fruit Core,2659:1:1:Charred Paper Talisman||
468|The Fiery Fiend|25|10|3000|4000|O|2660:1:1:Jinmenju Fruit Bundle||
469|Dumpster Diving|25|11|0|500|O|2661:1:1:Tsukumo-Gami Tribute||
470|Reduce, Respawn, Recycle|25|12|3000|4000|O|2665:3:1:Wild Biwa-Bokuboku,2666:2:1:Wild Koto-Furunushi,2667:1:1:Wild Bakezouri,2662:5:1:Wild Kara-Kasa,2663:4:1:Wild Bura-Bura||
471|The Hunt for the Hag|25|13|5000|10000|O|2668:1:1:Fresh Liver||
472|Big Bad Yokai|25|13|400|300|U|2685:1:1:DaiTengu Talisman,2686:1:1:Wanyudo Talisman,2687:1:1:Onibaba Talisman|2681:1:0:Retribution of the Fallen|
473|Su-she|25|14|3000|4000|O|2689:1:1:Nori Recipe,2691:1:1:Cucumber Recipe,2692:1:1:Sumeshi Recipe||
474|Kappa Cuisine|25|15|3000|4000|O|2696:1:1:Kappa Maki Roll||
476|Hisssssy Fit|25|16|5000|10000|O|2697:1:1:Nure Snake Skin||
477|The Purrrfect Crime|25|17|3000|4000|O|2699:10:1:Skello Kitty Tail||
478|The Face Off|25|18|3000|4000|O|2700:4:1:Ninja Face Mask,2701:4:1:Samurai Face Mask||
479|Cat-aclysm|25|19|5000|10000|O|2702:1:1:Neko Mata Defeated||
480|Who is the Greatest?|25|20|2000|2000|U|2710:1:1:Bone of the O-dokuro||
481|Defeat O-dokuro|25|20|5000|10000|O|2716:1:1:Defeated O-Dokuro||
482|Yokai Defender|-1|0|30|25||2721:5:1:Yokai Defender Medal||
483|Yokai Mega Defender|-1|0|45|30||2722:1:1:Yokai Mega Defender||
484|Defeat O-Dokuro's Head|25|21|5000|10000|O|2723:1:1:O-dokuro's Head Defeated||
485|Fearsome Forest Fabrics|-1|0|5000|5000||2725:5:1:Spider Silk Thread,2726:4:1:Suede Patch||
486|Shadow Embargo|-1|0|5000|5000||2727:5:1:Shadow Canvas|34142:1:0:Shadow Shroud|
487|Three Water Chestnuts|-1|0|5000|5000|U|2729:3:1:Water Chestnut Bushel||
488|Defeat Kitsune|25|22|7500|15000|O|2770:1:1:Defeated Kitsune||
489|Battle Under Battleon|-1|0|300|200||2786:6:1:Skeletal Army Contract||
490|Brace-r Yourself!|-1|0|500|300|U|2787:8:1:Raider Bracer||
491|Inquisitor Inquiry|-1|0|300|200||2790:7:1:Inquisitor Contract|42903:1:0:Golden Inquisitor of ShadowFall,42904:1:0:Gilded Inquisitor's Female Morph,42905:1:0:Gilded Inquisitor's Male Morph,42906:1:0:Golden Inquisitor's Locks,42907:1:0:Golden Inquisitor's Hair,42908:1:0:Golden Inquisitor's Helm,42909:1:0:Golden Inquisitor's Crested Helm,42910:1:0:Golden Inquisitor's Spear,42911:1:0:Golden Inquisitor's Blade,42912:1:0:Golden Inquisitor's Wrap,42913:1:0:Golden Inquisitor's Back Blade,42914:1:0:Golden Inquisitor's Back Blade + Wrap|
492|Slithering Shadows|-1|0|500|300|U|2791:5:1:Shadow Scales|34781:1:0:Shadow Skull|
493|Groundhorc's Day|-1|0|500|300||2802:1:1:Rescued Philip|42642:1:0:Philip; the weather predicting groundhog,42643:1:0:Groundhog Hood,42644:1:0:Groundhog Hat|
494|A Grave Mission|26|1|0|0||2811:1:1:Mausoleum Homage||
495|Lending a Helping Hand|26|2|500|1500||2812:8:1:Scorched Metacarpal||
496|Bone Appetit|26|3|500|1500||2813:10:1:Rattlebone Mandible||
497|Batting Cage|26|4|500|1500||2814:6:1:Caged Albino Bat||
498|His Bark is worse than his Blight|26|5|500|2000||2815:1:1:Blightfang's Skull|2816:1:0:Batwing Scythe|
499|Missing Lion|-1|0|100|100||2841:1:1:Dusty Lion|2842:1:1:Bathed Lion|
500|Head of Lettuce|-1|0|100|100||2843:3:1:Head of Lettuce|2844:1:1:Crate full of lettuce|
501|Bad Spirit Away|-1|0|100|100||2845:4:1:Fireworks|2846:1:1:Crate full of fireworks|
502|Lost Celebration Items|-1|0|100|100||2842:1:1:Bathed Lion,2844:1:1:Crate full of lettuce,2846:1:1:Crate full of fireworks|2847:1:0:Small Red Envelope,2848:1:0:Medium Red Envelope,2849:1:0:Large Red Envelope|
503|Small Red Envelope|-1|0|300|0||2847:1:0:Small Red Envelope||
504|Medium Red Envelope|-1|0|600|0||2848:1:0:Medium Red Envelope||
505|Large Red Envelope|-1|0|1200|0||2849:1:0:Large Red Envelope||
506|In The Mood|6|1|50|50||2826:5:1:Mood Slime Rings||
507|Hedge Trimming|6|2|150|100||2827:8:1:Love Twigs||
508|Bear Hugs|6|3|200|150||2831:4:1:Huggy-Bear Fur||
509|Stoopid Kewpid|6|4|250|200||2833:1:1:Defeated Kewpid||
510|Paper Heart|6|5|250|200||2837:1:1:Sheet of Perfect Parchment||
511|Imp Ink|6|6|300|250||2839:1:1:Nail Trimmings||
512|Heart Shaped Scale|6|7|350|300||2840:1:1:Heart Shaped Scale||
513|Special Delivery|6|8|0|0||2850:1:1:Message Delivered||
514|Lil’ Red|26|6|500|2000||2926:1:1:Red's Big Wolf Slaying Axe|2884:1:0:Big Wolf Slaying Axe|
515|Can I Axe You Something?|-1|0|200|150||2888:1:1:Frogzard Documentation,2889:1:1:Wereboar Documentation,2885:1:1:Spider Documentation,2886:1:1:Wolf Documentation,2887:1:1:Slime Documentation|2926:1:1:Red's Big Wolf Slaying Axe|
516|A Dire Situation|26|7|500|1500||2890:8:1:Dire Pelt||
517|Blood, Sweat, and Tears|26|8|500|1500||2891:3:1:Vial of Blood,2892:2:1:Vial of Sweat,2893:1:1:Vial of Tears||
518|What a Lich!|26|9|500|2000||2894:1:1:Necrompendium||
519|Feeding Grounds|26|10|500|1500||2930:8:1:Maggot's Dentures||
520|Going Batty|26|11|500|1500||2931:6:1:Bat Soothed||
521|Lycan Knights|26|12|500|1500||2932:4:1:Lycan Ears||
522|Twisted Paw|26|13|500|2000||2933:1:1:Twisted Paw's Head|2948:1:0:Old Moon|
523|Canine Canines|-1|0|100|100||2934:8:1:Canine's Canine||
524|Dog Gone Shame|-1|0|150|125||2935:5:1:Chaorrupted Barb||
525|Bite is worse than their Bark|-1|0|200|150||2936:6:1:Dire Hair||
526|A Wolf's Tale|-1|0|250|175||2937:5:1:Lycan's Tails||
527|A Twisted Mess|-1|0|300|200|U|2938:1:1:Twisted Equipment||
529|Sink Your Teeth In|-1|0|100|100||3730:8:1:Blood Maggot Fang||
530|Grounded Bats|-1|0|150|125||3731:6:1:Pristine Albino Bat Wing||
531|Bats of a Leather Flock Together|-1|0|200|150||3732:8:1:Caged Leatherwing||
532|Pain in the Neck|-1|0|250|175||3733:5:1:Chaorrupted Vampire Fang||
533|Sanguine’s Terrortory|-1|0|300|200|U|3734:1:1:Sanguine's Chaorrupted Barb||
534|A Gift Of Meat |26|14|500|1500||3746:6:1:Hunks of Meat||
535|No Respect|26|15|500|1500||3748:2:1:Lycan Knight Defeated,3747:5:1:Lycan Defeated||
536|Vampire Knights|26|16|500|2000||3749:10:1:Chaos Vampire Defeated||
537|Sanguine|26|17|500|1000||3750:1:1:Sanguine Mask||
538|Golden Ticket |-1|0|0|0||4606:8:0:Golden Ticket||
543|A-MAZE-ing Race|-1|0|0|0|U|16624:1:1:Pot O' Gold Polish,4645:5:1:Small Pot O' Gold|4606:10:0:Golden Ticket|
544|Vampire Defender|-1|0|25|15||4671:5:1:Vampire Defender Medal||
545|Lycan Defender|-1|0|25|15||4672:5:1:Lycan Defender Medal||
546|Vampire Mega Defender|-1|0|30|15||4673:1:1:Vampire Mega Defender Medal||
547|Lycan Mega Defender|-1|0|30|15||4674:1:1:Lycan Mega Defender Medal||
548|Purified Claymore|-1|0|0|0||12:1:0:Warrior Claymore Blade|4676:1:0:Purified Claymore of Destiny|
549|NOT A QUEST|-1|0|0|0|U|18273:1:1:Sneevil Head||
550|Dogfight|-1|0|600|500|U|4680:1:1:Dire Wolf DNA,4681:1:1:Chaos Lycan DNA,4682:1:1:Lycan DNA,4683:1:1:Lycan Knight DNA,4679:1:1:Twisted Paw DNA||
551|Bone Roam|-1|0|600|500|U|4684:1:1:Lich of the Stone Tibia,4685:1:1:Rattlebone Clavicle,4686:1:1:Skeletal Fire Mage Spine,4687:1:1:Blightfang Mandible||
552|War Boss Fight|26|18|12000|24000|O|||
553|Nulgath is Kind|-1|0|500|25|U|4737:1:0:Creep Blade,4739:1:0:Creep Guard|4701:1:0:Greater Creep Head,4703:1:0:Greater Creep Blade|
554|The Leery Contract|-1|0|100000|5000|U|4762:1:0:Unidentified 13,15387:1:1:Undead Legend Rune|4724:1:0:Godly Golden Dragon Axe,4764:1:0:Corpse Maker of Nulgath,4766:1:0:Ddog Sea Serpent Sword|
555|Supplies to spin The Wheel of Chance|18|4|1000|100||67266:1:0:Relic of Chaos|4723:1:0:Unidentified 10,27062:1:0:DuckStick2000,4700:1:0:Unidentified 1,4709:1:0:Unidentified 2,4712:1:0:Unidentified 3,4713:1:0:Unidentified 4,4714:1:0:Unidentified 5,4715:1:0:Unidentified 6,4716:1:0:Unidentified 7,4717:1:0:Unidentified 8,4718:1:0:Unidentified 9,4746:1:0:Unidentified 12,4747:1:0:Unidentified 14,4748:1:0:Unidentified 15,4749:1:0:Unidentified 16,4750:1:0:Unidentified 17,4751:1:0:Unidentified 18,4752:1:0:Unidentified 19,4762:1:0:Unidentified 13,4767:1:0:Unidentified 20,4769:3:0:Tainted Gem,4770:3:0:Dark Crystal Shard,4771:3:0:Diamond of Nulgath,4808:1:0:Unidentified 21,4827:1:0:Unidentified 26,4829:1:0:Unidentified 28,4837:1:0:Unidentified 29,4844:1:0:Ddog's Sea Serpent Armor,4847:1:0:Primal Dread Fang,4856:1:0:Unidentified 30,4857:1:0:Unidentified 31,4858:1:0:Unidentified 32,4859:1:0:Unidentified 33,4861:1:0:Voucher of Nulgath,4862:1:0:Voucher of Nulgath (non-mem),4937:1:0:Claw of Nulgath,5050:1:0:Random Weapon of Nulgath,6136:1:0:Gem of Nulgath,37298:1:0:ArchFiend's Vampragon,38262:1:0:Archfiend's Spikes,38263:1:0:Wicked Edge Cape|
556|The Assistant|-1|0|0|0||52824:1:0:War-Torn Memorabilia|27062:1:0:DuckStick2000,4723:1:0:Unidentified 10,4700:1:0:Unidentified 1,4709:1:0:Unidentified 2,4712:1:0:Unidentified 3,4713:1:0:Unidentified 4,4714:1:0:Unidentified 5,4715:1:0:Unidentified 6,4716:1:0:Unidentified 7,4717:1:0:Unidentified 8,4718:1:0:Unidentified 9,4746:1:0:Unidentified 12,4747:1:0:Unidentified 14,4748:1:0:Unidentified 15,4749:1:0:Unidentified 16,4750:1:0:Unidentified 17,4751:1:0:Unidentified 18,4752:1:0:Unidentified 19,4762:1:0:Unidentified 13,4767:1:0:Unidentified 20,4769:3:0:Tainted Gem,4770:3:0:Dark Crystal Shard,4771:3:0:Diamond of Nulgath,4808:1:0:Unidentified 21,4818:1:0:Unidentified 22,4819:1:0:Unidentified 23,4820:1:0:Unidentified 24,4821:1:0:Unidentified 25,4827:1:0:Unidentified 26,4829:1:0:Unidentified 28,4837:1:0:Unidentified 29,4856:1:0:Unidentified 30,4857:1:0:Unidentified 31,4858:1:0:Unidentified 32,4859:1:0:Unidentified 33,4862:1:0:Voucher of Nulgath (non-mem),5050:1:0:Random Weapon of Nulgath,6136:1:0:Gem of Nulgath,8069:1:0:4th Betrayal Blade of Nulgath,8070:1:0:3rd Betrayal Blade of Nulgath,8071:1:0:2nd Betrayal Blade of Nulgath,8072:1:0:1st Betrayal Blade of Nulgath,38265:1:0:Toxic Eye of the Void|4845:0:0:Crag & Bamboozle
557|Swindle's Return Policy|-1|0|1000|100||4723:10:0:Unidentified 10,4713:1:0:Unidentified 4,4714:1:0:Unidentified 5,4716:1:0:Unidentified 7,4717:1:0:Unidentified 8,15390:1:1:Legion Fenrir Rune|4770:1:0:Dark Crystal Shard|
558|Empowering Items|-1|0|0|0||15392:1:1:Undead Bruiser Sigil,4762:1:0:Unidentified 13,4867:1:0:Unidentified Item of Nulgath,4771:10:0:Diamond of Nulgath|4868:1:0:Death Scythe of Nulgath|
559|Iron Wing Helm Enchant|-1|0|0|0||4718:1:0:Unidentified 9,15391:1:1:Skull Warrior Rune|4719:1:0:Evil Iron Wing 1,4720:1:0:Evil Iron Wing 2|
560|Iron Wing Helm Enchant|-1|0|0|0||15392:1:1:Undead Bruiser Sigil,4718:1:0:Unidentified 9|4721:1:0:Good Iron Wing 1,4722:1:0:Good Iron Wing 2|
561|A Sample of Twilight|-1|0|350|300|U|4743:3:1:Tunnel Sample||
562|None Shall Remain! |-1|0|400|350|U|4744:10:1:Rattlebones Remains||
563|Breaking Prawn|-1|0|600|500|U|4745:1:1:Creepy Creeper's Head||
564|Search and Report|26|19|6000|18000|O|4786:1:1:Chaos Gate Investigation||
565|The Key is the Key!|26|20|18000|36000|O|4785:1:1:Chaos Gate Key||
566|Secret Words|26|21|18000|36000|O|4787:1:1:Secret Words||
567|Dracowerepyre|26|22|18000|36000|O|4788:1:1:Dracowerepyre Defeated||
568|Bone Dust Reagent|-1|0|1000|50||598:25:0:Bone Dust|4769:1:0:Tainted Gem|
569|Cube Reagent|-1|0|1000|50||4708:25:0:Cubes,14403:1:1:Ice Cubes|4769:1:0:Tainted Gem|
570|Essence of Defeat Reagent|-1|0|10000|1000||4657:1:0:O-dokuro's Tooth,4658:1:0:Strand of Vath's Hair,4659:1:0:Aracara's Fang,4660:1:0:Hydra Scale,15398:1:1:Tibicenas' Chain,1528:50:0:Defeated Makai,2431:1:0:Escherion's Chain|4770:1:0:Dark Crystal Shard,4770:2:0:Dark Crystal Shard|
571|Impossible, Empowered Items of Nulgath|-1|0|0|10000|U|4769:5:0:Tainted Gem,4770:5:0:Dark Crystal Shard,2307:1:0:Abaddon's Terror,4724:1:0:Godly Golden Dragon Axe,4762:1:0:Unidentified 13,4771:10:0:Diamond of Nulgath|4765:1:0:Soulreaper of Nulgath|
572|Hex of Nulgath|-1|0|0|0||4818:1:0:Unidentified 22,4762:1:0:Unidentified 13,4771:10:0:Diamond of Nulgath,15394:1:1:Tainted Rune of Evil,5366:1:0:Void of Nulgath|4777:1:0:Receipt of Nulgath,5423:1:0:Arcane Hex of Nulgath (Rare)|
573|Blood of Nulgath|-1|0|0|0||4762:1:0:Unidentified 13,4771:10:0:Diamond of Nulgath,15395:1:1:Dark Makai Rune,4819:1:0:Unidentified 23,5366:1:0:Void of Nulgath|4777:1:0:Receipt of Nulgath,5425:1:0:Blood of Nulgath (Rare)|
575|Fiend of Nulgath|-1|0|0|0||4762:1:0:Unidentified 13,4771:10:0:Diamond of Nulgath,15396:1:1:Blade Master Rune,4820:1:0:Unidentified 24,5366:1:0:Void of Nulgath|4777:1:0:Receipt of Nulgath,5429:1:0:Fiend of Nulgath|
576|Shadow of Nulgath|-1|0|0|0||4762:1:0:Unidentified 13,4771:10:0:Diamond of Nulgath,15397:1:1:Dark Makai Sigil,4821:1:0:Unidentified 25,5366:1:0:Void of Nulgath|5430:1:0:Shadow of Nulgath|
584|Ordinary Cape|-1|0|0|5000||4769:5:0:Tainted Gem,4827:1:0:Unidentified 26,15397:1:1:Dark Makai Sigil|4828:1:0:Unidentified 27|
585|Cleansing of Spinal Tap|-1|0|0|0||4770:5:0:Dark Crystal Shard,4829:1:0:Unidentified 28,15390:1:1:Legion Fenrir Rune|4830:1:0:Spinal Tap of Retribution|
586|Cursing of Spinal Tap|-1|0|0|0||4770:5:0:Dark Crystal Shard,15395:1:1:Dark Makai Rune,4829:1:0:Unidentified 28|4831:1:0:Spinal Tap of the Wicked|
587|Spinal Tap of Nulgath|-1|0|0|5000|U|15394:1:1:Tainted Rune of Evil,4771:7:0:Diamond of Nulgath,4829:1:0:Unidentified 28|4832:1:0:Spinal Tap of Nulgath|
588|Phoenix Blade of Nulgath (Rare)|-1|0|0|5000|U|15392:1:1:Undead Bruiser Sigil,4769:5:0:Tainted Gem,4770:5:0:Dark Crystal Shard,4771:10:0:Diamond of Nulgath,4762:1:0:Unidentified 13,300:1:0:Phoenix Blade|4836:1:0:Phoenix Blade of Nulgath|4809:0:0:Oblivion Blade of Nulgath (Rare)
589|The Weapon Parasite (Rare)|-1|0|0|5000||4769:10:0:Tainted Gem,4770:10:0:Dark Crystal Shard,4715:1:0:Unidentified 6,15391:1:1:Skull Warrior Rune|4768:1:0:Sinister Leech Blade of Nulgath|4809:0:0:Oblivion Blade of Nulgath (Rare)
591|Doom Worm Creepers (Rare)|-1|0|0|0||4769:10:0:Tainted Gem,522:1:0:Doom Worm Creepers,15390:1:1:Legion Fenrir Rune|4843:1:0:Dread Heads of Nulgath|4809:0:0:Oblivion Blade of Nulgath (Rare)
592|GRUMBLE, GRUMBLE...|-1|0|0|5000|||4771:30:0:Diamond of Nulgath,22332:3:0:Blood Gem of the Archfiend|4845:0:0:Crag & Bamboozle
597|Wolfwing Good End|26|23|18000|36000|O|||
598|Wolfwing Evil End|26|23|18000|36000|O|||
599|The Dark Deal (Rare)|-1|0|0|0||4960:1:0:Tainted Soul|67266:1:0:Relic of Chaos|4809:0:0:Oblivion Blade of Nulgath (Rare)
600|Crag's Thirst|-1|0|5000|5000||4723:100:0:Unidentified 10,15395:1:1:Dark Makai Rune|4771:50:0:Diamond of Nulgath|4845:0:0:Crag & Bamboozle
601|Voucher Item: Champion of Nulgath (Rare)|-1|0|0|0|U|15394:1:1:Tainted Rune of Evil,4762:1:0:Unidentified 13,4861:1:0:Voucher of Nulgath,4862:1:0:Voucher of Nulgath (non-mem)|4860:1:0:Champion Blade of Nulgath|4809:0:0:Oblivion Blade of Nulgath (Rare)
602|Voucher Item: Twin Blade of Nulgath|-1|0|0|0||15389:1:1:Undead Bruiser Rune,4862:1:0:Voucher of Nulgath (non-mem)|4846:1:0:Twin Blade of Nulgath|4845:0:0:Crag & Bamboozle
603|Diamonds of Nulgath Sale (Rare)|-1|0|0|0||4861:1:0:Voucher of Nulgath|4771:9:0:Diamond of Nulgath|4809:0:0:Oblivion Blade of Nulgath (Rare)
